Graph,n,m,diam,weighted?,alpha,implementation,k,b,|E^k|,#constraints,#nonzeros,IP build time,IP solve time,LB,UB,#B&B nodes,#callbacks,callback time,#lazy cuts,solve status #,heuristic time,heuristic obj,total time
Harvard500,500,2043,6,N,n/a,Thin,4,5,119080,1999456,11728596,16.97,175.20,37491,37491,0,n/a,n/a,n/a,2,0.42,40201,193.00
homer,542,1619,9,N,n/a,Thin,4,5,133947,1892098,11017852,18.42,113.14,76068,76068,0,n/a,n/a,n/a,2,0.48,76068,132.43
celegans_metabolic,453,2025,7,N,n/a,Thin,4,5,100476,3360543,19523774,26.38,2589.90,71463,71463,5,n/a,n/a,n/a,2,0.76,71463,2617.86
email,1133,5451,8,N,n/a,Thin,4,5,548801,15514840,91807040,167.63,3617.32,-1E+100,522824,0,n/a,n/a,n/a,9,3.46,522824,3803.20
hep-th,8361,15751,8361,N,n/a,Thin,4,5,1340125,4151526,24199330,836.16,1008.34,1216604,1216604,0,n/a,n/a,n/a,2,88.53,1216604,1935.73
karate,34,78,5,N,n/a,R_full,4,5,553,7480,22482,0.05,0.28,44,44,0,n/a,n/a,n/a,2,0.00,44,0.33
dolphins,62,159,8,N,n/a,R_full,4,5,1459,20414,62724,0.12,16.75,764,764,0,n/a,n/a,n/a,2,0.01,796,16.91
lesmis,77,254,5,N,n/a,R_full,4,5,2899,45307,142192,0.19,2.56,583,583,0,n/a,n/a,n/a,2,0.01,642,2.78
LindenStrasse,232,303,13,N,n/a,R_full,4,5,7257,62262,183499,0.41,4.31,3526,3526,0,n/a,n/a,n/a,2,0.07,3529,4.83
polbooks,105,441,7,N,n/a,R_full,4,5,4685,95182,305907,0.46,65.82,3333,3333,41,n/a,n/a,n/a,2,0.04,3534,66.39
adjnoun,112,425,5,N,n/a,R_full,4,5,6178,148603,488575,0.64,338.78,4777,4777,15,n/a,n/a,n/a,2,0.06,4821,339.55
football,115,613,4,N,n/a,R_full,4,5,6555,176224,580280,0.80,3600.44,5667,5987,663,n/a,n/a,n/a,9,0.04,5994,3601.36
netscience,1589,2742,1589,N,n/a,R_full,4,5,22847,300616,920452,8.83,33.12,11786,11786,0,n/a,n/a,n/a,2,0.38,12805,42.83
jazz,198,2742,6,N,n/a,R_full,4,5,19336,1181013,4111784,5.44,3602.73,16626,17799,0,n/a,n/a,n/a,9,0.18,17799,3608.66
SmallWorld,233,994,4,N,n/a,R_full,4,5,27028,662111,2175510,3.51,71.37,9606,9606,0,n/a,n/a,n/a,2,0.12,9606,75.12
Erdos971,429,1312,11,N,n/a,R_full,4,5,62059,952188,3039153,4.70,466.85,49325,49325,0,n/a,n/a,n/a,2,0.45,49325,472.18
S.Cerevisae,1458,1948,19,N,n/a,R_full,4,5,117958,983098,2908773,11.23,50.91,66402,66402,0,n/a,n/a,n/a,2,3.00,66402,65.68
USAir,332,2126,6,N,n/a,R_full,4,5,53447,1592255,5381769,8.03,3604.13,33390,33906,0,n/a,n/a,n/a,9,0.38,33906,3613.41
power,4941,6594,46,N,n/a,R_full,4,5,105233,877580,2543117,79.30,174.03,97949,97949,0,n/a,n/a,n/a,2,39.85,103151,333.35
H.Pylori,706,1392,9,N,n/a,R_full,4,5,162758,1567946,4795905,8.80,390.99,109368,109368,0,n/a,n/a,n/a,2,1.08,109368,401.20
Harvard500,500,2043,6,N,n/a,R_full,4,5,119080,2648649,8653826,12.26,861.38,37491,37491,0,n/a,n/a,n/a,2,0.42,40201,874.48
homer,542,1619,9,N,n/a,R_full,4,5,133947,2029415,6500276,9.92,950.86,76068,76068,0,n/a,n/a,n/a,2,0.51,76068,961.63
celegans_metabolic,453,2025,7,N,n/a,R_full,4,5,100476,2473631,8176372,15.92,3612.59,70233,71463,0,n/a,n/a,n/a,9,0.64,71463,3629.56
email,1133,5451,8,N,n/a,R_full,4,5,548801,14675966,48385798,70.19,3603.49,-1E+100,522824,0,n/a,n/a,n/a,9,3.92,522824,3679.71
karate,34,78,5,N,n/a,Path_full,4,5,553,6024,23501,0.06,0.31,44,44,0,n/a,n/a,n/a,2,0.00,44,0.39
dolphins,62,159,8,N,n/a,Path_full,4,5,1459,19630,79434,0.14,15.53,764,764,3,n/a,n/a,n/a,2,0.01,796,15.72
lesmis,77,254,5,N,n/a,Path_full,4,5,2899,33212,130806,0.21,4.77,583,583,0,n/a,n/a,n/a,2,0.01,642,5.06
LindenStrasse,232,303,13,N,n/a,Path_full,4,5,7257,27166,91810,0.20,2.22,3526,3526,0,n/a,n/a,n/a,2,0.08,3529,2.69
polbooks,105,441,7,N,n/a,Path_full,4,5,4685,122284,513364,0.73,297.80,3333,3333,36,n/a,n/a,n/a,2,0.04,3534,298.95
adjnoun,112,425,5,N,n/a,Path_full,4,5,6178,344023,1487765,2.29,1812.41,4777,4777,15,n/a,n/a,n/a,2,0.04,4821,1815.22
football,115,613,4,N,n/a,Path_full,4,5,6555,298796,1291193,1.94,3831.14,5657,5994,0,n/a,n/a,n/a,9,0.05,5994,3833.58
netscience,1589,2742,1589,N,n/a,Path_full,4,5,22847,98756,338030,0.83,4.35,11786,11786,0,n/a,n/a,n/a,2,0.38,12805,6.38
jazz,198,2742,6,N,n/a,Path_full,4,5,19336,13844677,61504335,91.33,3627.64,-1E+100,17799,0,n/a,n/a,n/a,9,0.24,17799,3758.37
SmallWorld,233,994,4,N,n/a,Path_full,4,5,27028,994611,4229753,7.69,52.45,9606,9606,0,n/a,n/a,n/a,2,0.11,9606,62.47
Erdos971,429,1312,11,N,n/a,Path_full,4,5,62059,1978498,8542088,14.04,143.14,49325,49325,0,n/a,n/a,n/a,2,0.45,49325,163.71
S.Cerevisae,1458,1948,19,N,n/a,Path_full,4,5,117958,451679,1561768,9.72,25.45,66402,66402,0,n/a,n/a,n/a,2,3.68,66402,53.88
USAir,332,2126,6,N,n/a,Path_full,4,5,53447,4197634,18171709,35.70,3613.72,33390,33906,0,n/a,n/a,n/a,9,0.30,33906,3659.39
power,4941,6594,46,N,n/a,Path_full,4,5,105233,393306,1315074,24.35,14.38,97949,97949,0,n/a,n/a,n/a,2,42.54,103151,130.00
H.Pylori,706,1392,9,N,n/a,Path_full,4,5,162758,1801211,7409223,17.07,99.66,109368,109368,0,n/a,n/a,n/a,2,1.13,109368,131.27
Harvard500,500,2043,6,N,n/a,Path_full,4,5,119080,4117991,17846041,32.13,241.82,37491,37491,0,n/a,n/a,n/a,2,0.53,40201,286.00
homer,542,1619,9,N,n/a,Path_full,4,5,133947,3918142,16828090,32.27,260.49,76068,76068,0,n/a,n/a,n/a,2,0.64,76068,308.80
celegans_metabolic,453,2025,7,N,n/a,Path_full,4,5,100476,6821561,29705876,45.43,3610.73,70233,71463,0,n/a,n/a,n/a,9,0.68,71463,3659.77
email,1133,5451,8,N,n/a,Path_full,4,5,548801,31578480,138900358,259.87,3602.16,-1E+100,522824,0,n/a,n/a,n/a,9,3.83,522824,3986.70
hep-th,8361,15751,8361,N,n/a,Path_full,4,5,1340125,9643176,37994030,745.52,1039.87,1216604,1216604,0,n/a,n/a,n/a,2,79.55,1216604,2713.57
karate,34,78,5,N,n/a,Recursive,4,10,553,7480,22482,0.05,0.27,6,6,0,n/a,n/a,n/a,2,0.01,8,0.33
dolphins,62,159,8,N,n/a,Recursive,4,10,1459,20414,62724,0.13,38.43,428,428,75,n/a,n/a,n/a,2,0.02,460,38.61
lesmis,77,254,5,N,n/a,Recursive,4,10,2899,45307,142192,0.19,3.08,178,178,0,n/a,n/a,n/a,2,0.01,178,3.30
LindenStrasse,232,303,13,N,n/a,Recursive,4,10,7257,62262,183499,0.47,2.08,1913,1913,0,n/a,n/a,n/a,2,0.18,1942,2.76
polbooks,105,441,7,N,n/a,Recursive,4,10,4685,95182,305907,0.51,164.01,2118,2118,151,n/a,n/a,n/a,2,0.09,2344,164.64
adjnoun,112,425,5,N,n/a,Recursive,4,10,6178,148603,488575,0.75,1258.67,3694,3694,107,n/a,n/a,n/a,2,0.13,3708,1259.60
football,115,613,4,N,n/a,Recursive,4,10,6555,176224,580280,0.82,3600.62,4707,5356,544,n/a,n/a,n/a,9,0.16,5423,3601.68
netscience,1589,2742,1589,N,n/a,Recursive,4,10,22847,300616,920452,10.67,76.24,8778,8778,0,n/a,n/a,n/a,2,0.91,8956,88.36
jazz,198,2742,6,N,n/a,Recursive,4,10,19336,1181013,4111784,5.13,3603.17,13894,16036,0,n/a,n/a,n/a,9,0.92,16036,3609.43
SmallWorld,233,994,4,N,n/a,Recursive,4,10,27028,662111,2175510,3.13,3669.38,6014,6048,0,n/a,n/a,n/a,9,0.41,6662,3673.14
Erdos971,429,1312,11,N,n/a,Recursive,4,10,62059,952188,3039153,4.93,3660.37,40360,41375,0,n/a,n/a,n/a,9,1.76,41375,3667.32
S.Cerevisae,1458,1948,19,N,n/a,Recursive,4,10,117958,983098,2908773,10.91,52.27,47324,47324,0,n/a,n/a,n/a,2,8.74,47324,72.44
USAir,332,2126,6,N,n/a,Recursive,4,10,53447,1592255,5381769,7.09,3602.34,22916,27343,0,n/a,n/a,n/a,9,0.86,27343,3610.55
power,4941,6594,46,N,n/a,Recursive,4,10,105233,877580,2543117,89.64,283.26,92522,92522,38,n/a,n/a,n/a,2,164.25,101227,573.16
H.Pylori,706,1392,9,N,n/a,Recursive,4,10,162758,1567946,4795905,8.69,542.83,82441,82441,0,n/a,n/a,n/a,2,3.47,83151,555.33
Harvard500,500,2043,6,N,n/a,Recursive,4,10,119080,2648649,8653826,11.79,508.02,16708,16708,0,n/a,n/a,n/a,2,1.13,21299,521.37
homer,542,1619,9,N,n/a,Recursive,4,10,133947,2029415,6500276,10.86,954.69,46396,46396,0,n/a,n/a,n/a,2,1.37,46396,967.32
celegans_metabolic,453,2025,7,N,n/a,Recursive,4,10,100476,2473631,8176372,18.37,3601.90,47866,52157,0,n/a,n/a,n/a,9,2.61,52157,3623.33
email,1133,5451,8,N,n/a,Recursive,4,10,548801,14675966,48385798,72.68,3604.42,-1E+100,498364,0,n/a,n/a,n/a,9,13.37,498364,3693.20
karate,34,78,5,N,n/a,Path_like,4,10,553,5471,20213,0.05,0.16,6,6,0,n/a,n/a,n/a,2,0.00,8,0.22
dolphins,62,159,8,N,n/a,Path_like,4,10,1459,18171,68890,0.12,46.62,428,428,149,n/a,n/a,n/a,2,0.02,460,46.83
lesmis,77,254,5,N,n/a,Path_like,4,10,2899,30313,112751,0.20,4.38,178,178,0,n/a,n/a,n/a,2,0.01,178,4.65
LindenStrasse,232,303,13,N,n/a,Path_like,4,10,7257,19909,74599,0.27,1.57,1913,1913,0,n/a,n/a,n/a,2,0.14,1942,2.17
polbooks,105,441,7,N,n/a,Path_like,4,10,4685,117599,449880,0.69,673.48,2118,2118,139,n/a,n/a,n/a,2,0.08,2344,674.46
adjnoun,112,425,5,N,n/a,Path_like,4,10,6178,337845,1312665,2.27,3954.91,3364,3708,0,n/a,n/a,n/a,9,0.14,3708,3957.84
football,115,613,4,N,n/a,Path_like,4,10,6555,292241,1138518,1.85,3600.90,4664,5423,18,n/a,n/a,n/a,9,0.14,5423,3603.31
netscience,1589,2742,1589,N,n/a,Path_like,4,10,22847,75909,277229,1.13,9.63,8778,8778,0,n/a,n/a,n/a,2,0.96,8956,12.47
jazz,198,2742,6,N,n/a,Path_like,4,10,19336,13825341,54572329,83.58,3616.34,-1E+100,16036,0,n/a,n/a,n/a,9,0.89,16036,3713.60
SmallWorld,233,994,4,N,n/a,Path_like,4,10,27028,967583,3718934,7.41,3646.75,6024,6057,0,n/a,n/a,n/a,9,0.30,6662,3656.28
Erdos971,429,1312,11,N,n/a,Path_like,4,10,62059,1916439,7521810,14.16,3653.61,40251,41375,0,n/a,n/a,n/a,9,1.71,41375,3675.06
S.Cerevisae,1458,1948,19,N,n/a,Path_like,4,10,117958,333721,1276950,15.53,18.75,47324,47324,0,n/a,n/a,n/a,2,9.14,47324,56.65
USAir,332,2126,6,N,n/a,Path_like,4,10,53447,4144187,16046169,32.65,3602.63,22832,27343,0,n/a,n/a,n/a,9,0.86,27343,3644.69
power,4941,6594,46,N,n/a,Path_like,4,10,105233,288073,1065805,48.13,56.47,92522,92522,0,n/a,n/a,n/a,2,139.87,101227,289.76
H.Pylori,706,1392,9,N,n/a,Path_like,4,10,162758,1638453,6427239,21.70,132.33,82441,82441,0,n/a,n/a,n/a,2,3.10,83151,169.56
Harvard500,500,2043,6,N,n/a,Path_like,4,10,119080,3998911,15727506,29.69,287.39,16708,16708,0,n/a,n/a,n/a,2,1.15,21299,328.87
homer,542,1619,9,N,n/a,Path_like,4,10,133947,3784195,14802046,31.00,218.88,46396,46396,0,n/a,n/a,n/a,2,1.53,46396,264.70
celegans_metabolic,453,2025,7,N,n/a,Path_like,4,10,100476,6721085,26244858,47.33,3608.41,47866,52157,0,n/a,n/a,n/a,9,2.35,52157,3674.33
hep-th,8361,15751,8361,N,n/a,Path_like,4,10,1340125,8303051,32502380,917.82,1050.24,1123002,1123002,0,n/a,n/a,n/a,2,272.44,1125603,3086.37
karate,34,78,5,N,n/a,Thin_I,4,10,553,1075,5011,0.03,0.21,6,6,0,5,0.00,161,2,0.01,8,0.25
dolphins,62,159,8,N,n/a,Thin_I,4,10,1459,2738,13109,0.03,5.40,428,428,955,28,0.08,1678,2,0.02,460,5.46
lesmis,77,254,5,N,n/a,Thin_I,4,10,2899,6406,30695,0.04,0.61,178,178,0,6,0.01,813,2,0.01,178,0.67
LindenStrasse,232,303,13,N,n/a,Thin_I,4,10,7257,3392,16222,0.05,1.86,1913,1913,16,11,0.07,7037,2,0.15,1942,2.06
polbooks,105,441,7,N,n/a,Thin_I,4,10,4685,16153,77723,0.09,24.77,2118,2118,199,12,0.36,4683,2,0.08,2344,24.95
adjnoun,112,425,5,N,n/a,Thin_I,4,10,6178,32972,160390,0.17,214.57,3694,3694,1103,24,2.82,5582,2,0.14,3708,214.90
football,115,613,4,N,n/a,Thin_I,4,10,6555,25182,122483,0.13,3600.25,4807,5423,12297,96,22.23,9726,9,0.15,5423,3600.64
netscience,1589,2742,1589,N,n/a,Thin_I,4,10,22847,14775,70467,0.16,5.89,8778,8778,10,8,0.22,19241,2,0.86,8956,6.94
jazz,198,2742,6,N,n/a,Thin_I,4,10,19336,671489,3308123,3.45,3602.09,14234,15615,35,11,36.39,12255,9,0.72,16036,3606.42
SmallWorld,233,994,4,N,n/a,Thin_I,4,10,27028,122866,588778,0.85,92.20,6046,6046,44,13,0.53,6941,2,0.32,6662,93.41
Erdos971,429,1312,11,N,n/a,Thin_I,4,10,62059,127433,624586,0.80,3537.31,41097,41097,431,21,39.54,94550,2,1.60,41375,3539.78
S.Cerevisae,1458,1948,19,N,n/a,Thin_I,4,10,117958,42227,201270,0.78,39.55,47324,47324,0,5,5.41,131581,2,8.80,47324,49.26
USAir,332,2126,6,N,n/a,Thin_I,4,10,53447,468884,2289101,3.05,3601.67,24762,24935,104,19,42.99,49839,9,0.86,27343,3605.72
power,4941,6594,46,N,n/a,Thin_I,4,10,105233,54663,261271,4.46,55.54,92522,92522,3,15,24.12,117957,2,135.13,101227,196.07
H.Pylori,706,1392,9,N,n/a,Thin_I,4,10,162758,108386,527917,0.94,1720.43,82441,82441,15,13,46.32,239456,2,3.17,83151,1724.67
Harvard500,500,2043,6,N,n/a,Thin_I,4,10,119080,221689,1068123,1.62,160.46,16708,16708,4,9,0.97,58436,2,1.15,21299,163.32
homer,542,1619,9,N,n/a,Thin_I,4,10,133947,302329,1484095,1.90,3310.12,46396,46396,64,9,32.06,97376,2,1.37,46396,3313.51
celegans_metabolic,453,2025,7,N,n/a,Thin_I,4,10,100476,564536,2753807,4.50,3601.68,38641,52157,26,8,39.72,70068,9,2.74,52157,3609.11
email,1133,5451,8,N,n/a,Thin_I,4,10,548801,1186389,5852687,8.14,3600.73,236046,498364,0,4,530.98,574375,9,11.79,498364,3621.22
hep-th,8361,15751,8361,N,n/a,Thin_I,4,10,1340125,589752,2875939,18.85,3605.49,306113,1125603,0,3,3365.59,1597221,9,279.87,1125603,3905.84
PGPgiantcompo,10680,24316,24,N,n/a,Thin_I,4,10,4211853,2991130,14695892,72.96,3614.73,721537,2673960,0,3,1392.63,3314621,9,829.88,2673960,4522.89
cond-mat,16726,47594,16726,N,n/a,Thin_I,4,10,7586150,3412618,16716284,127.05,3635.23,1495035,6571705,0,3,204.38,5890267,9,1734.97,6571705,5507.63
karate,34,78,5,N,n/a,Thin_F,4,10,553,1075,5011,0.02,0.04,6,6,0,7,0.00,170,2,0.00,8,0.07
dolphins,62,159,8,N,n/a,Thin_F,4,10,1459,2738,13109,0.02,3.34,428,428,193,120,0.30,3233,2,0.01,460,3.38
lesmis,77,254,5,N,n/a,Thin_F,4,10,2899,6406,30695,0.04,0.45,178,178,0,8,0.02,852,2,0.01,178,0.50
LindenStrasse,232,303,13,N,n/a,Thin_F,4,10,7257,3392,16222,0.04,1.71,1913,1913,1,14,0.24,8560,2,0.14,1942,1.90
polbooks,105,441,7,N,n/a,Thin_F,4,10,4685,16153,77723,0.09,29.12,2118,2118,132,98,0.77,9988,2,0.08,2344,29.30
adjnoun,112,425,5,N,n/a,Thin_F,4,10,6178,32972,160390,0.16,250.64,3694,3694,142,93,1.13,13215,2,0.12,3708,250.94
football,115,613,4,N,n/a,Thin_F,4,10,6555,25182,122483,0.14,3600.40,4774,5408,3057,2827,37.71,328126,9,0.15,5423,3600.76
netscience,1589,2742,1589,N,n/a,Thin_F,4,10,22847,14775,70467,0.17,12.49,8778,8778,5,15,6.93,21903,2,0.85,8956,13.54
jazz,198,2742,6,N,n/a,Thin_F,4,10,19336,671489,3308123,3.42,3602.12,14352,16036,23,50,2.41,34021,9,0.72,16036,3606.42
SmallWorld,233,994,4,N,n/a,Thin_F,4,10,27028,122866,588778,0.84,109.72,6046,6046,16,35,1.13,12826,2,0.31,6662,110.91
Erdos971,429,1312,11,N,n/a,Thin_F,4,10,62059,127433,624586,0.83,3231.15,41097,41097,57,58,11.31,171167,2,1.60,41375,3233.67
S.Cerevisae,1458,1948,19,N,n/a,Thin_F,4,10,117958,42227,201270,0.76,39.96,47324,47324,0,5,5.45,131581,2,8.62,47324,49.46
USAir,332,2126,6,N,n/a,Thin_F,4,10,53447,468884,2289101,3.78,3601.21,24498,24958,47,58,6.76,92710,9,0.97,27343,3606.13
power,4941,6594,46,N,n/a,Thin_F,4,10,105233,54663,261271,5.20,100.19,92522,92522,3,19,72.20,118510,2,144.29,101227,250.69
H.Pylori,706,1392,9,N,n/a,Thin_F,4,10,162758,108386,527917,1.14,1643.30,82441,82441,3,18,60.14,300107,2,3.49,83151,1648.07
Harvard500,500,2043,6,N,n/a,Thin_F,4,10,119080,221689,1068123,1.65,173.17,16708,16708,0,26,3.52,65150,2,1.15,21299,176.06
homer,542,1619,9,N,n/a,Thin_F,4,10,133947,302329,1484095,1.98,2483.18,46396,46396,0,9,27.61,184681,2,1.38,46396,2486.69
celegans_metabolic,453,2025,7,N,n/a,Thin_F,4,10,100476,564536,2753807,3.06,3600.46,47861,48046,1,26,11.53,263111,9,2.09,52157,3605.79
email,1133,5451,8,N,n/a,Thin_F,4,10,548801,1186389,5852687,8.47,3600.74,236046,498364,0,5,747.46,854081,9,12.47,498364,3622.33
hep-th,8361,15751,8361,N,n/a,Thin_F,4,10,1340125,589752,2875939,17.30,3608.61,306113,1125603,0,3,3373.76,1600881,9,270.89,1125603,3898.44
PGPgiantcompo,10680,24316,24,N,n/a,Thin_F,4,10,4211853,2991130,14695892,70.63,3610.83,721537,2673960,0,3,1444.86,3318843,9,805.62,2673960,4492.83
cond-mat,16726,47594,16726,N,n/a,Thin_F,4,10,7586150,3412618,16716284,134.42,3641.04,1495035,6571705,0,3,212.54,5897431,9,1756.01,6571705,5542.60
karate,34,78,5,N,n/a,Thin,4,10,553,2736,14743,0.03,0.07,6,6,0,n/a,n/a,n/a,2,0.01,8,0.12
dolphins,62,159,8,N,n/a,Thin,4,10,1459,9086,50720,0.07,6.35,428,428,209,n/a,n/a,n/a,2,0.02,460,6.44
lesmis,77,254,5,N,n/a,Thin,4,10,2899,15157,82439,0.10,1.14,178,178,0,n/a,n/a,n/a,2,0.01,178,1.26
LindenStrasse,232,303,13,N,n/a,Thin,4,10,7257,9955,54691,0.20,1.03,1913,1913,0,n/a,n/a,n/a,2,0.14,1942,1.38
polbooks,105,441,7,N,n/a,Thin,4,10,4685,58800,332282,0.41,87.13,2118,2118,151,n/a,n/a,n/a,2,0.08,2344,87.65
adjnoun,112,425,5,N,n/a,Thin,4,10,6178,168923,974821,1.23,1135.60,3694,3694,99,n/a,n/a,n/a,2,0.14,3708,1137.01
football,115,613,4,N,n/a,Thin,4,10,6555,146121,846278,0.96,3600.65,4708,5419,699,n/a,n/a,n/a,9,0.15,5423,3601.82
netscience,1589,2742,1589,N,n/a,Thin,4,10,22847,37955,201321,0.77,4.90,8778,8778,0,n/a,n/a,n/a,2,0.88,8956,6.59
jazz,198,2742,6,N,n/a,Thin,4,10,19336,6912671,40746989,43.32,3605.37,13888,16036,2,n/a,n/a,n/a,9,0.74,16036,3651.06
SmallWorld,233,994,4,N,n/a,Thin,4,10,27028,483792,2751352,4.77,228.93,6046,6046,5,n/a,n/a,n/a,2,0.34,6662,234.22
Erdos971,429,1312,11,N,n/a,Thin,4,10,62059,958220,5605372,9.23,3601.57,40545,41097,12,n/a,n/a,n/a,9,1.93,41375,3612.95
S.Cerevisae,1458,1948,19,N,n/a,Thin,4,10,117958,166861,943230,14.53,15.75,47324,47324,0,n/a,n/a,n/a,2,9.85,47324,40.26
USAir,332,2126,6,N,n/a,Thin,4,10,53447,2072094,11901983,21.75,3602.43,23569,25281,0,n/a,n/a,n/a,9,0.91,27343,3625.13
power,4941,6594,46,N,n/a,Thin,4,10,105233,144037,777733,33.23,14.84,92522,92522,0,n/a,n/a,n/a,2,150.54,101227,199.54
H.Pylori,706,1392,9,N,n/a,Thin,4,10,162758,819227,4788787,14.82,89.85,82441,82441,0,n/a,n/a,n/a,2,3.57,83151,108.47
Harvard500,500,2043,6,N,n/a,Thin,4,10,119080,1999456,11728596,19.48,101.29,16708,16708,0,n/a,n/a,n/a,2,1.20,21299,122.37
homer,542,1619,9,N,n/a,Thin,4,10,133947,1892098,11017852,20.17,145.43,46396,46396,0,n/a,n/a,n/a,2,1.62,46396,167.61
celegans_metabolic,453,2025,7,N,n/a,Thin,4,10,100476,3360543,19523774,24.29,836.05,48046,48046,3,n/a,n/a,n/a,2,2.09,52157,863.15
email,1133,5451,8,N,n/a,Thin,4,10,548801,15514840,91807040,176.09,3622.34,-1E+100,498364,0,n/a,n/a,n/a,9,12.06,498364,3825.99
hep-th,8361,15751,8361,N,n/a,Thin,4,10,1340125,4151526,24199330,764.16,765.04,1123002,1123002,0,n/a,n/a,n/a,2,278.46,1125603,1810.36
karate,34,78,5,N,n/a,R_full,4,10,553,7480,22482,0.05,0.27,6,6,0,n/a,n/a,n/a,2,0.01,8,0.34
dolphins,62,159,8,N,n/a,R_full,4,10,1459,20414,62724,0.12,15.89,428,428,75,n/a,n/a,n/a,2,0.03,460,16.06
lesmis,77,254,5,N,n/a,R_full,4,10,2899,45307,142192,0.20,2.37,178,178,0,n/a,n/a,n/a,2,0.03,178,2.62
LindenStrasse,232,303,13,N,n/a,R_full,4,10,7257,62262,183499,0.38,2.44,1913,1913,0,n/a,n/a,n/a,2,0.13,1942,3.00
polbooks,105,441,7,N,n/a,R_full,4,10,4685,95182,305907,0.44,126.21,2118,2118,151,n/a,n/a,n/a,2,0.09,2344,126.81
adjnoun,112,425,5,N,n/a,R_full,4,10,6178,148603,488575,0.63,1277.21,3694,3694,107,n/a,n/a,n/a,2,0.13,3708,1278.08
football,115,613,4,N,n/a,R_full,4,10,6555,176224,580280,0.79,3600.48,4707,5356,544,n/a,n/a,n/a,9,0.15,5423,3601.55
netscience,1589,2742,1589,N,n/a,R_full,4,10,22847,300616,920452,9.07,62.88,8778,8778,0,n/a,n/a,n/a,2,0.86,8956,73.64
jazz,198,2742,6,N,n/a,R_full,4,10,19336,1181013,4111784,5.25,3600.47,13894,16036,0,n/a,n/a,n/a,9,0.75,16036,3606.95
SmallWorld,233,994,4,N,n/a,R_full,4,10,27028,662111,2175510,2.97,3657.28,6014,6048,0,n/a,n/a,n/a,9,0.31,6662,3660.75
Erdos971,429,1312,11,N,n/a,R_full,4,10,62059,952188,3039153,5.01,3624.19,40360,41375,0,n/a,n/a,n/a,9,1.66,41375,3631.07
S.Cerevisae,1458,1948,19,N,n/a,R_full,4,10,117958,983098,2908773,11.17,68.45,47324,47324,0,n/a,n/a,n/a,2,8.65,47324,89.14
USAir,332,2126,6,N,n/a,R_full,4,10,53447,1592255,5381769,7.23,3600.53,22916,27343,0,n/a,n/a,n/a,9,0.88,27343,3609.31
power,4941,6594,46,N,n/a,R_full,4,10,105233,877580,2543117,82.28,341.47,92522,92522,38,n/a,n/a,n/a,2,139.02,101227,601.36
H.Pylori,706,1392,9,N,n/a,R_full,4,10,162758,1567946,4795905,8.44,517.81,82441,82441,0,n/a,n/a,n/a,2,3.14,83151,529.92
Harvard500,500,2043,6,N,n/a,R_full,4,10,119080,2648649,8653826,12.34,543.20,16708,16708,0,n/a,n/a,n/a,2,1.13,21299,557.39
homer,542,1619,9,N,n/a,R_full,4,10,133947,2029415,6500276,9.87,928.43,46396,46396,0,n/a,n/a,n/a,2,1.36,46396,940.25
celegans_metabolic,453,2025,7,N,n/a,R_full,4,10,100476,2473631,8176372,11.66,3600.82,47866,52157,0,n/a,n/a,n/a,9,2.15,52157,3615.44
email,1133,5451,8,N,n/a,R_full,4,10,548801,14675966,48385798,75.50,3603.12,-1E+100,498364,0,n/a,n/a,n/a,9,13.58,498364,3694.81
karate,34,78,5,N,n/a,Path_full,4,10,553,6024,23501,0.14,0.45,6,6,0,n/a,n/a,n/a,2,0.01,8,0.60
dolphins,62,159,8,N,n/a,Path_full,4,10,1459,19630,79434,0.17,32.15,428,428,137,n/a,n/a,n/a,2,0.03,460,32.41
lesmis,77,254,5,N,n/a,Path_full,4,10,2899,33212,130806,0.20,4.79,178,178,10,n/a,n/a,n/a,2,0.02,178,5.08
LindenStrasse,232,303,13,N,n/a,Path_full,4,10,7257,27166,91810,0.28,2.19,1913,1913,0,n/a,n/a,n/a,2,0.14,1942,2.81
polbooks,105,441,7,N,n/a,Path_full,4,10,4685,122284,513364,0.77,2757.02,2118,2118,135,n/a,n/a,n/a,2,0.10,2344,2758.13
adjnoun,112,425,5,N,n/a,Path_full,4,10,6178,344023,1487765,2.49,3972.18,3362,3708,0,n/a,n/a,n/a,9,0.15,3708,3975.39
football,115,613,4,N,n/a,Path_full,4,10,6555,298796,1291193,2.22,3600.56,4623,5423,9,n/a,n/a,n/a,9,0.16,5423,3603.44
netscience,1589,2742,1589,N,n/a,Path_full,4,10,22847,98756,338030,1.15,18.76,8778,8778,0,n/a,n/a,n/a,2,1.12,8956,21.98
jazz,198,2742,6,N,n/a,Path_full,4,10,19336,13844677,61504335,90.29,3609.23,-1E+100,16036,0,n/a,n/a,n/a,9,0.93,16036,3713.27
SmallWorld,233,994,4,N,n/a,Path_full,4,10,27028,994611,4229753,9.93,3633.94,6024,6057,0,n/a,n/a,n/a,9,0.30,6662,3646.11
Erdos971,429,1312,11,N,n/a,Path_full,4,10,62059,1978498,8542088,13.26,3662.58,40251,41375,0,n/a,n/a,n/a,9,1.65,41375,3682.91
S.Cerevisae,1458,1948,19,N,n/a,Path_full,4,10,117958,451679,1561768,11.84,29.97,47324,47324,0,n/a,n/a,n/a,2,12.42,47324,72.97
